_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1029133,4154647,2017.0,2020.0,1963.0,PRIVATE,6,York Centre,9 KINGSBRIDGE CRT,7,74,2020-10-28,82,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,N0624,43.7715767413,-79.4441039119,309284.542,4847735.908
1029134,4153020,2017.0,2020.0,1967.0,PRIVATE,4,Parkdale-High Park,160 JAMESON AVE,7,96,2020-10-28,68,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,,S0436,43.63765643,-79.4366087983,309899.145,4832858.438999999
1029135,4155879,2017.0,2020.0,1969.0,PRIVATE,6,York Centre,6200 BATHURST ST,14,181,2020-10-28,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0622,43.791103408000005,-79.44678989100001,309058.466,4849903.305
1029136,4154219,2017.0,2020.0,1965.0,PRIVATE,7,Humber River-Black Creek,99 MATTSON RD,4,30,2020-10-28,61,Evaluation needs to be conducted in 1 year,18,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,W0734,43.722654944,-79.5130447411,303733.493,4842299.549
1029137,4152747,2017.0,2020.0,1965.0,PRIVATE,20,Scarborough Southwest,815 MIDLAND AVE,3,23,2020-10-28,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,E2024,43.734150957,-79.2574811613,324320.645,4843605.005
1029138,4155927,2017.0,2020.0,1971.0,PRIVATE,1,Etobicoke North,10 WILLOWRIDGE RD,19,328,2020-10-28,69,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,,W0137,,,299268.886,4837017.142
1029139,4153357,2017.0,2020.0,1930.0,PRIVATE,12,Toronto-St. Paul's,49 ST CLAIR AVE W,7,34,2020-10-28,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,,5.0,,,S1238,43.6873687296,-79.3959379318,313173.803,4838384.509
1029140,4153344,2017.0,2020.0,1930.0,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,2020-10-28,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,2.0,4.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1236,43.683093620600005,-79.4174370824,311440.998,4837907.6110000005
1029141,4233290,2017.0,2020.0,1984.0,SOCIAL HOUSING,5,York South-Weston,29 SOUTH STATION ST,13,128,2020-10-28,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,4.0,3.0,,W0524,43.7009920215,-79.5153630558,303546.182,4839893.047
1029142,4152955,2017.0,2020.0,1959.0,PRIVATE,4,Parkdale-High Park,29 SPENCER AVE,6,54,2020-10-28,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,,S0437,43.634901103000004,-79.429121805,310503.215,4832553.752
1029143,4155776,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,35 CEDARCROFT BLVD,13,207,2020-10-28,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,N0622,43.7827450557,-79.4483048718,308945.57399999996,4848976.441000001
1029144,4154645,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,521-523 FINCH AVE W,6,179,2020-10-28,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,,N0624,43.772961449899995,-79.444496063,309267.54,4847942.623
1029145,4154640,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,605 FINCH AVE W,9,244,2020-10-28,87,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,N0624,43.771328418,-79.45270965,308591.503,4847708.85
1029146,4154619,2017.0,2020.0,1964.0,PRIVATE,6,York Centre,707-711 FINCH AVE W,7,150,2020-10-28,76,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,N0624,,,307885.74100000004,4847532.728999999
1029147,4154888,2017.0,2020.0,1958.0,PRIVATE,16,Don Valley East,50 ECCLESTON DR,4,60,2020-10-28,91,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,N1628,43.7275858638,-79.3190299977,319364.219,4842863.106000001
1029148,4154464,2017.0,2020.0,1962.0,PRIVATE,7,Humber River-Black Creek,3700 KEELE ST,3,57,2020-10-28,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,,W0731,43.755241007799995,-79.48937887550001,305639.91,4845919.621
1029149,4154615,2017.0,2020.0,1950.0,PRIVATE,6,York Centre,229 PANNAHILL RD,3,12,2020-10-27,91,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,N0624,43.7603575234,-79.4631757419,307749.723,4846488.654
1029150,4154253,2017.0,2020.0,1961.0,PRIVATE,7,Humber River-Black Creek,3286 WESTON RD,4,55,2020-10-27,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0727,43.7416741492,-79.54061124340001,301513.51300000004,4844413.218
1029151,4155202,2017.0,2020.0,1990.0,SOCIAL HOUSING,4,Parkdale-High Park,4049 DUNDAS ST W,12,208,2020-10-27,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,,S0421,43.6634553526,-79.5037202734,304484.24,4835722.738
1029152,4153014,2017.0,2020.0,1930.0,PRIVATE,4,Parkdale-High Park,122 DOWLING AVE,5,27,2020-10-27,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,3.0,3.0,5.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,S0436,43.6367650301,-79.4389483513,309710.453,4832759.28
1029153,4253833,2018.0,2020.0,1960.0,PRIVATE,4,Parkdale-High Park,1 CLAUDE AVE,3,30,2020-10-27,77,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,3.0,3.0,5.0,,4.0,,,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,S0434,43.639823941,-79.451749578,308677.11199999996,4833099.385
1029154,4155378,2017.0,2020.0,1968.0,PRIVATE,2,Etobicoke Centre,4340 BLOOR ST W,15,88,2020-10-27,83,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,,W0233,43.632109971999995,-79.576154353,298639.087,4832244.112
1029155,4244920,2017.0,2020.0,2017.0,PRIVATE,12,Toronto-St. Paul's,118 BALLIOL ST,30,342,2020-10-27,98,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,S1233,,,313430.374,4839608.751
1029156,4155309,2017.0,2020.0,1959.0,PRIVATE,3,Etobicoke-Lakeshore,22 BURNHAMTHORPE RD,5,42,2020-10-27,73,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,5.0,3.0,,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,,W0321,43.6482360213,-79.53035175859999,302335.75800000003,4834032.463
1029157,4155308,2017.0,2020.0,1959.0,PRIVATE,3,Etobicoke-Lakeshore,24 BURNHAMTHORPE RD,5,42,2020-10-27,74,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,,W0321,43.648430311700004,-79.5307642021,302302.494,4834054.061000001
1029158,4154649,2017.0,2020.0,1961.0,PRIVATE,6,York Centre,4854 BATHURST ST,6,71,2020-10-27,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.77111358770001,-79.442973232,309375.6,4847684.513
1029159,4154631,2017.0,2020.0,1969.0,PRIVATE,6,York Centre,6010 BATHURST ST,12,120,2020-10-27,76,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,N0622,43.7862798518,-79.4468276481,309064.24100000004,4849369.232
1029160,4154348,2017.0,2020.0,1950.0,PRIVATE,5,York South-Weston,2434 KEELE ST,3,12,2020-10-27,69,Evaluation needs to be conducted in 2 years,15,3.0,4.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,5.0,,4.0,3.0,,W0526,43.711263649799996,-79.4790421102,306473.414,4841034.147
1029161,4154339,2018.0,2020.0,1967.0,PRIVATE,5,York South-Weston,2460 KEELE ST,8,57,2020-10-27,71,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,,W0526,43.7125446153,-79.4793858958,306445.675,4841176.448
1029162,4154337,2017.0,2020.0,1955.0,PRIVATE,5,York South-Weston,2548 KEELE ST,3,12,2020-10-27,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,3.0,,5.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0526,43.7157152364,-79.4800398693,306392.893,4841528.671
1029163,4154336,2017.0,2020.0,1955.0,PRIVATE,5,York South-Weston,2550 KEELE ST,3,12,2020-10-27,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,3.0,,5.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0526,43.715924263999995,-79.4800852491,306389.231,4841551.892
1029164,4154335,2017.0,2020.0,1954.0,PRIVATE,5,York South-Weston,2552 KEELE ST,4,29,2020-10-27,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0526,43.7163206663,-79.4802113728,306379.058,4841595.928
1029165,4154651,2017.0,2020.0,1962.0,PRIVATE,6,York Centre,4 MASCOT PL,4,70,2020-10-27,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,N0624,43.7703715796,-79.4436799328,309318.76300000004,4847602.04
1029166,4155911,2017.0,2020.0,1971.0,PRIVATE,1,Etobicoke North,22 WILLOWRIDGE RD,16,132,2020-10-27,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,,W0137,43.674963268999996,-79.5693913161,299189.13399999996,4837003.506
1029167,4153047,2017.0,2020.0,1970.0,PRIVATE,4,Parkdale-High Park,109 INDIAN RD,8,38,2020-10-27,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S0434,43.6433287042,-79.4525126324,308615.591,4833487.768
1029168,4156298,2018.0,2020.0,1969.0,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2020-10-27,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,S1023,43.651687962,-79.400557945,312805.773,4834421.0
1029169,4793995,2020.0,2020.0,1896.0,PRIVATE,11,University-Rosedale,55 MADISON AVE,4,12,2020-10-27,71,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,S1127,43.670001750699996,-79.4035877513,312559.238,4836454.34
1029170,4154261,2017.0,2020.0,1969.0,PRIVATE,7,Humber River-Black Creek,35 TOBERMORY DR,11,138,2020-10-27,71,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,W0725,43.761263869,-79.509638013,304008.298,4846589.696
1029171,4168793,2017.0,2020.0,1962.0,PRIVATE,6,York Centre,25 CANYON AVE,21,117,2020-10-27,87,Evaluation needs to be conducted in 3 years,20,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,N0624,43.757154574,-79.436224864,,
1029172,4244917,2017.0,2020.0,2017.0,PRIVATE,12,Toronto-St. Paul's,99 DAVISVILLE AVE,14,179,2020-10-27,97,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,S1233,,,313417.998,4839660.9969999995
1029173,4155590,2017.0,2020.0,1959.0,TCHC,9,Davenport,1525 DUNDAS ST W,6,106,2020-10-27,67,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,S0936,43.649163790699994,-79.4324188308,310236.184,4834137.085
1029174,4154630,2017.0,2020.0,1970.0,PRIVATE,6,York Centre,5 FISHERVILLE RD,17,202,2020-10-27,83,Evaluation needs to be conducted in 2 years,20,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,N0622,43.7893811504,-79.4481218058,308959.834,4849713.7069999995
1029175,4154629,2017.0,2020.0,1970.0,PRIVATE,6,York Centre,25 FISHERVILLE RD,18,221,2020-10-27,88,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,N0622,43.788874739499995,-79.4489791313,308890.874,4849657.401000001
1029176,4154642,2017.0,2020.0,1969.0,PRIVATE,6,York Centre,4 GOLDFINCH CRT,12,95,2020-10-27,68,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,,N0624,43.7701314471,-79.4494799439,308851.855,4847575.071
1029177,4244923,2017.0,2020.0,1963.0,PRIVATE,1,Etobicoke North,60 ESTHER LORRIE DR,7,97,2020-10-27,92,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,5.0,3.0,,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,W0129,,,298460.499,4843307.933
1029178,4154254,2017.0,2020.0,1961.0,PRIVATE,7,Humber River-Black Creek,3266 WESTON RD,4,59,2020-10-27,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0727,43.7407950655,-79.5403431231,301535.061,4844315.545
1029179,4155591,2017.0,2020.0,1968.0,TCHC,9,Davenport,61 PELHAM PARK GDNS,17,352,2020-10-27,59,Evaluation needs to be conducted in 1 year,20,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0926,43.66925972,-79.457795659,308187.607,4836369.289
1029180,4155017,2017.0,2020.0,1953.0,PRIVATE,9,Davenport,375 WESTMOUNT AVE,3,30,2020-10-26,75,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,2.0,,S0925,43.685368199399996,-79.4445572925,309254.249,4838158.509
1029181,4154212,2018.0,2020.0,1953.0,PRIVATE,7,Humber River-Black Creek,1740 WILSON AVE,3,10,2020-10-26,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0734,43.7199693084,-79.5144469829,303620.457,4842001.222
1029182,4154213,2017.0,2020.0,1950.0,PRIVATE,7,Humber River-Black Creek,1742 WILSON AVE,3,10,2020-10-26,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,W0734,43.71990129,-79.5147268403,303597.907,4841993.67
1029183,4155009,2017.0,2020.0,1950.0,PRIVATE,9,Davenport,22 ROBINA AVE,3,20,2020-10-26,69,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,,3.0,3.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,S0925,43.6807571729,-79.4354334131,309990.19399999996,4837646.768
1029184,4154353,2017.0,2020.0,1958.0,PRIVATE,5,York South-Weston,2420 KEELE ST,3,11,2020-10-26,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,,4.0,4.0,3.0,5.0,3.0,5.0,4.0,,4.0,4.0,,W0526,43.7102484483,-79.47881998310001,306491.343,4840921.369
1029185,4154350,,2020.0,,PRIVATE,5,York South-Weston,2430 KEELE ST,3,12,2020-10-26,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0526,43.71081061,-79.4788967213,306483.424,4841002.355
1029186,4154355,,2020.0,1954.0,PRIVATE,5,York South-Weston,2416 KEELE ST,3,17,2020-10-26,68,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,2.0,4.0,,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0526,43.7097870925,-79.4788512552,306488.836,4840870.115
1029187,4154354,2017.0,2020.0,1960.0,PRIVATE,5,York South-Weston,2418 KEELE ST,3,11,2020-10-26,53,Evaluation needs to be conducted in 1 year,16,2.0,4.0,3.0,2.0,2.0,3.0,,2.0,,1.0,2.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0526,43.710013521099995,-79.4787756914,306494.919,4840895.271000001
1029188,4154214,2017.0,2020.0,1950.0,PRIVATE,7,Humber River-Black Creek,1744 WILSON AVE,3,10,2020-10-26,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,,W0734,43.7198292201,-79.5150038908,303575.583,4841985.6680000005
1029189,4154216,2017.0,2020.0,1973.0,PRIVATE,7,Humber River-Black Creek,1748 WILSON AVE,3,10,2020-10-26,76,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,W0734,43.719712611300004,-79.51558277630001,303528.939,4841972.723
1029190,4154217,2017.0,2020.0,1967.0,PRIVATE,7,Humber River-Black Creek,1750 WILSON AVE,3,10,2020-10-26,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,W0734,43.71964691229999,-79.5158634781,303506.321,4841965.429
1029191,4155460,2017.0,2020.0,1970.0,PRIVATE,1,Etobicoke North,40 STEVENSON RD,13,176,2020-10-26,76,Evaluation needs to be conducted in 2 years,18,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,W0123,43.744225113999995,-79.585660851,297884.978,4844700.386
1029192,4817599,2020.0,2020.0,1900.0,PRIVATE,12,Toronto-St. Paul's,595 ST CLAIR AVE W,3,15,2020-10-26,63,Evaluation needs to be conducted in 1 year,13,3.0,3.0,3.0,3.0,,3.0,,5.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,S1235,43.6821585882,-79.4220166514,311071.858,4837803.382
1029193,4154345,2017.0,2020.0,1963.0,PRIVATE,5,York South-Weston,1550 LAWRENCE AVE W,7,96,2020-10-26,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0526,43.707214984,-79.486164406,305899.26399999997,4840585.216
1029194,4154346,2017.0,2020.0,1962.0,PRIVATE,5,York South-Weston,1560 LAWRENCE AVE W,6,90,2020-10-26,77,Evaluation needs to be conducted in 2 years,19,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0526,43.706628986000005,-79.487496518,305791.914,4840520.101
1029195,4155013,2017.0,2020.0,1930.0,PRIVATE,9,Davenport,240 NORTHCLIFFE BLVD,4,46,2020-10-26,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,2.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,5.0,3.0,,4.0,4.0,,S0925,43.6834994432,-79.4433736309,309349.814,4837950.959
1029196,4155096,2017.0,2020.0,1960.0,PRIVATE,5,York South-Weston,30 CLEARVIEW HTS,4,25,2020-10-26,79,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,4.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0532,43.6932353032,-79.4795788454,306430.615,4839031.266
1029197,4155097,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,40 CLEARVIEW HTS,4,37,2020-10-26,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,5.0,,3.0,,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0532,43.693098586400005,-79.48023783800001,306377.49600000004,4839016.071
1029198,4155098,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,50 CLEARVIEW HTS,4,37,2020-10-26,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,W0532,43.693048881,-79.48093875800001,306320.732,4839011.492
1029199,4155099,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,60 CLEARVIEW HTS,4,37,2020-10-26,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0532,43.692977471000006,-79.48134741,306287.792,4839003.552
1029200,4155100,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,70 CLEARVIEW HTS,4,47,2020-10-26,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,5.0,4.0,4.0,,3.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0532,43.69279777,-79.481595405,306267.805,4838983.584
1029201,4155101,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,80 CLEARVIEW HTS,4,36,2020-10-26,84,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,5.0,4.0,4.0,,4.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0532,43.693064312,-79.482178967,306220.75800000003,4839013.187
1029202,4155112,2017.0,2020.0,1915.0,PRIVATE,5,York South-Weston,83 CLEARVIEW HTS,3,40,2020-10-26,71,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,4.0,4.0,3.0,3.0,,4.0,4.0,,W0532,43.692623122,-79.48295506,306158.205,4838964.161
1029203,4154210,2017.0,2020.0,1954.0,PRIVATE,7,Humber River-Black Creek,1780 WILSON AVE,3,31,2020-10-26,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,,W0734,43.7191256895,-79.5181150514,303324.903,4841907.561000001
1029204,4155019,2017.0,2020.0,1950.0,PRIVATE,9,Davenport,370 WESTMOUNT AVE,3,29,2020-10-26,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0925,43.6852037341,-79.4451995496,309202.478,4838140.205
